country	0.2936689647700961
use	0.2766651280046365
line	0.24859510242104738
lifetime	0.3242503098522212
leaders	0.23957832599581952
guy	0.20000000019758057
government	0.29333333352280144
oil	0.32002367384961883
throughout	0.3204981098967746
state	0.2661181200910493
hedge fund manager	0.41666666680112535
business	0.3114434833340568
Government	0.42198567407623094
health	0.31020654584171375
plenty	0.470721643994845
strange	0.4545454547352076
wages	0.3065226140301774
someone	0.22857142876900913
hamburger prices	0.37829740157060254
fund	0.2151209428301577
tech industry	0.26595265535132
person	0.30522220938539835
test Social Security	0.33507979957609013
proposals	0.29479495941013756
HSAs	0.40000000019758053
