larger	0.4792452831675327
country safe	0.4000000001486647
akin	0.42156971698187373
reasons	0.3063981737565004
maybe	0.4329256491852636
govern	0.4351518065341125
want	0.27500000014866466
tweets	0.47555555570422026
remind	0.4262808001437078
manage	0.4351518065341125
mother	0.4329256491852636
Republican brothers	0.4000000001560209
universities across	0.44000000014645957
merge	0.4329256491852636
things	0.27368421068233667
difference	0.29094886719854085
older	0.4329256491852636
citizens safe	0.43333333347979286
citizens	0.2969444581276175
champion	0.4792452831675327
deportations	0.4736842106823366
lessons	0.4598168380987637
keep citizens	0.4000000001486647
described	0.4351518065341125
