banking industry	0.4505937939357406
rising	0.4161432715224599
use	0.2840417735642183
line	0.25266922454461044
political	0.276192726537224
used	0.27663300949689373
defeat	0.4091508413422983
basically	0.28504331801715904
Street	0.40000000014892373
get ready	0.40000000014900794
negative consequences	0.4449351550677886
stand	0.2834054157015107
wealth goes	0.4172926968098163
think	0.2666666668156746
hard work	0.4172926968098163
increased manpower	0.40000000014900794
tax brackets	0.4172926968098163
I certainly think	0.40000000014892373
pay	0.29093883606803617
tuition	0.28005667228567255
elected	0.3077396039746319
wealth inequality	0.3411276696416051
belongs	0.30942603793997336
tax rate	0.32160668398567677
ones	0.29407399286044333
