motivates organizations like	0.4285714287052538
like Los	0.4119283637771134
financial	0.2654322952485769
owners	0.42188787733932454
like ISIS	0.4000000001983038
healthcare	0.43902439044220626
New York City	0.3790307344821817
executive	0.298224837612065
like Los Angeles	0.3955556535527003
later	0.4234751789266261
called ISIS	0.4000000001983038
outcomes	0.31049979234854197
cities like San	0.5333333334671585
consumers	0.31049979234854197
popular	0.42188787733932454
like San Francisco	0.40000000019447324
rebuild	0.2654322952485769
last	0.2676181823534932
tough enough	0.4285714287052538
VA	0.3543720583967889
gun safety legislation	0.40000000019447324
organization	0.3988165028412333
continuing	0.3798834760043791
like Seattle	0.2622252906430226
federal robust	0.37293903155993463
