small	0.2933030877023103
inform	0.4183028410016306
affect	0.4183028410016306
cause	0.30295170961723383
goods	0.3385796426437028
leaders	0.29549495523241565
state	0.2981241862776354
class	0.3018384673035024
navigate	0.4183028410016306
normal	0.41180533625805094
class people	0.35026687471958934
throughout America	0.45163617433496395
Meantime	0.42500000014986156
higher education	0.40000000014986153
health	0.3018384673035024
American companies compete	0.35163617433496397
million Americans	0.4000000007359116
strange	0.42989704390018135
wages	0.27127758628832666
someone	0.22500000073591156
fund	0.26095970090152903
person	0.26395610451885826
position	0.30182749813269916
proposals	0.3110522405787835
HSAs	0.35163617433496397
