banking industry	0.4000000002136783
hard work	0.42857142876261245
rising	0.4600000001911838
use	0.26666666688034507
line	0.2375000002136784
tax brackets	0.42857142876261245
gas tax	0.42857142876261245
pay	0.2928597212421696
guarantee paid	0.4436102404995593
book shadow	0.49230769245484957
new agenda	0.4714285716197553
vision	0.294903861429549
legalizing marijuana	0.4714285716197553
wealth inequality	0.3362513345736226
belongs	0.3206903650406012
tax rate	0.3254457333507313
sales tax	0.3362513345736226
Street	0.40000000019118387
income tax	0.3250689322260333
boot	0.43809523824239527
wealth goes	0.42857142876261245
minimum wage	0.29960517470633224
new leadership	0.3512322369617835
