called	0.24154468134451368
financial	0.258860651003644
immigration reform	0.2540987462417393
mental	0.41346611728332705
Muslim	0.2651278640047976
healthcare	0.4380952382935419
executive	0.2972956854634006
gun safety	0.2322025825525164
biggest	0.28710454333683016
whether	0.23809523829354187
attack	0.27566737369271965
bravest	0.41346611728332705
hospital	0.45818181833473937
terrible	0.40727696103888367
prescription drug	0.2925337807014959
younger	0.41346611728332705
enough	0.25889115002247187
nice	0.41013278394999375
African	0.26076541290840594
senior	0.41346611728332705
gun safety legislation	0.4000000001983038
Legion	0.4000000001983038
continuing	0.45306122468809973
send	0.3180239767799272
federal robust	0.3890951428570654
