debt service	0.5071917298905195
discretionary	0.4350490664802565
predecessors	0.4621107610769542
worst deals	0.3509996499658431
scores	0.421636174334964
greatest scourge	0.45099964996584313
cutting taxes	0.39514527882016537
biggest plants	0.5071917298905195
convinced	0.42989704390018135
fastest growing	0.45099964996584313
raised domestic	0.45099964996584313
largest newspapers	0.45099964996584313
talk	0.30404240042064856
spending cuts	0.37564851387070897
wan na talk	0.4000000001479481
major problems	0.45099964996584313
give	0.3474242655608669
reforming	0.36595265535132004
cut taxes	0.3580289434939786
want	0.30000000018975304
myths	0.4621107610769542
best growing	0.5071917298905195
spending	0.3065613468812683
mounting	0.500000000189753
base	0.47099964996584304
