larger	0.4765957448291795
country safe	0.4000000001483285
Support	0.4000000001483285
budget deficits	0.41239732439464144
remind	0.424409455114468
universities across	0.45454545469378294
neighbors	0.29732737925725267
things	0.2845004917525372
Street	0.40092351542944915
citizens safe	0.4000000001483285
took	0.3199523434593895
akin	0.4350645445372933
want	0.2800000001486647
VA	0.36239732439464145
issue everyone	0.41239732439464144
people stand	0.3952984626659483
difference	0.29688421778343554
people standing	0.3952984626659483
Ultimately	0.4000000001483285
Support community	0.36239732439464145
Main	0.36239732439464145
citizens	0.29507311309837775
champion	0.4765957448291795
deportations	0.47368421067498045
keep citizens	0.4000000001483285
